symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
INDTERRAIN,INDTERRAINEQN, ANNUAL GENERAL MEETING,50.45,0.7000000000000028,1.4070351758794029,49.75,90,4540.5,-,74.25,26.55,50.45,https://static.nseindia.com/sparklines/today/preOpen_INDTERRAINEQN.jpg
RSWM,RSWMEQN, ANNUAL GENERAL MEETING,444.45,6.149999999999977,1.4031485284051968,438.3,1000,444450.0,-,546.9,154.1,444.45,https://static.nseindia.com/sparklines/today/preOpen_RSWMEQN.jpg
SOUTHWEST,SOUTHWESTEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,248.8,3.4000000000000057,1.3854930725346395,245.4,526,130868.8,-,246.0,33.85,248.8,https://static.nseindia.com/sparklines/today/preOpen_SOUTHWESTEQN.jpg
HPL,HPLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.15 PER SHARE,70.1,0.9499999999999886,1.3738250180766285,69.15,556,38975.6,-,91.4,37.5,70.1,https://static.nseindia.com/sparklines/today/preOpen_HPLEQN.jpg
INOXWIND,INOXWINDEQN, ANNUAL GENERAL MEETING,121.95,1.6000000000000085,1.3294557540506926,120.35,2221,270850.95,-,154.45,61.85,121.95,https://static.nseindia.com/sparklines/today/preOpen_INOXWINDEQN.jpg
RELINFRA,RELINFRAEQN, ANNUAL GENERAL MEETING/DIVIDEND RS 9.50 PER SHARE,114.85,1.5,1.3233348037053374,113.35,8306,953944.1,-,150.0,29.75,114.85,https://static.nseindia.com/sparklines/today/preOpen_RELINFRAEQN.jpg
WANBURY,WANBURYBEN,,99.9,1.3000000000000114,1.3184584178499101,98.6,25,2497.5,-,114.0,63.3,99.9,https://static.nseindia.com/sparklines/today/preOpen_WANBURYBEN.jpg
EIFFL,EIFFLEQN,,111.9,1.4500000000000028,1.3128112267994592,110.45,1,111.9,-,153.95,105.0,111.9,-
BLS,BLSEQN,INTERIM DIVIDEND - RE 1 PER SHARE,229.7,2.9499999999999886,1.3009922822491682,226.75,177,40656.9,-,309.0,83.0,229.7,https://static.nseindia.com/sparklines/today/preOpen_BLSEQN.jpg
BYKE,BYKEEQN, ANNUAL GENERAL MEETING,35.4,0.44999999999999574,1.2875536480686571,34.95,890,31506.0,-,43.45,16.4,35.4,https://static.nseindia.com/sparklines/today/preOpen_BYKEEQN.jpg
PATINTLOG,PATINTLOGEQN, RIGHTS 613:399,15.75,0.1999999999999993,1.2861736334405098,15.55,7,110.25,-,20.35,8.9,15.75,https://static.nseindia.com/sparklines/today/preOpen_PATINTLOGEQN.jpg
FOODSIN,FOODSINEQN,,91.0,1.1500000000000057,1.2799109627156435,89.85,30,2730.0,-,125.0,79.0,91.0,-
SVPGLOB,SVPGLOBEQN, ANNUAL GENERAL MEETING,67.9,0.8500000000000085,1.267710663683831,67.05,11100,753690.0,-,164.85,62.1,67.9,-
BOMDYEING,BOMDYEINGEQN, ANNUAL GENERAL MEETING,113.7,1.4000000000000057,1.2466607301870043,112.3,36688,4171425.6,-,129.8,64.15,113.7,https://static.nseindia.com/sparklines/today/preOpen_BOMDYEINGEQN.jpg
MASFIN,MASFINEQN,INTERIM DIVIDEND - RS 1.25 PER SHARE,617.9,7.5499999999999545,1.2369951667076193,610.35,209,129141.1,-,977.0,460.3,617.9,https://static.nseindia.com/sparklines/today/preOpen_MASFINEQN.jpg
PROZONINTU,PROZONINTUBEN,,28.65,0.34999999999999787,1.2367491166077664,28.3,606,17361.9,-,56.35,14.15,28.65,-
POWERINDIA,POWERINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS  2 PER SHARE,2949.0,36.0,1.235839340885685,2913.0,244,719556.0,-,3430.0,1265.3,2949.0,https://static.nseindia.com/sparklines/today/preOpen_POWERINDIAEQN.jpg
LEMONTREE,LEMONTREEEQN,,53.45,0.6500000000000057,1.2310606060606168,52.8,49789,2661222.05,-,59.9,27.0,53.45,https://static.nseindia.com/sparklines/today/preOpen_LEMONTREEEQN.jpg
INCREDIBLE,INCREDIBLEBEN,,24.95,0.3000000000000007,1.2170385395537555,24.65,20,499.0,-,44.0,17.7,24.95,-
RUSHIL,RUSHILEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,428.95,5.149999999999977,1.2151958470976822,423.8,36,15442.2,-,444.4,170.35,428.95,https://static.nseindia.com/sparklines/today/preOpen_RUSHILEQN.jpg
BAJAJHCARE,BAJAJHCAREEQN,,385.0,4.600000000000023,1.2092534174553162,380.4,32,12320.0,-,496.3,290.9,385.0,-
PSB,PSBEQN, ANNUAL GENERAL MEETING,16.75,0.1999999999999993,1.2084592145015063,16.55,2231,37369.25,-,23.75,15.05,16.75,https://static.nseindia.com/sparklines/today/preOpen_PSBEQN.jpg
POWERMECH,POWERMECHEQN, ANNUAL GENERAL MEETING,931.5,11.100000000000023,1.205997392438073,920.4,50,46575.0,-,1095.0,470.0,931.5,https://static.nseindia.com/sparklines/today/preOpen_POWERMECHEQN.jpg
JSWISPL,JSWISPLEQN, ANNUAL GENERAL MEETING,34.35,0.3999999999999986,1.1782032400589058,33.95,4133,141968.55,-,67.55,22.4,34.35,https://static.nseindia.com/sparklines/today/preOpen_JSWISPLEQN.jpg
MANGCHEFER,MANGCHEFEREQN, DIVIDEND - RE 1 PER SHARE,77.5,0.9000000000000057,1.1749347258485714,76.6,50,3875.0,-,101.0,61.5,77.5,https://static.nseindia.com/sparklines/today/preOpen_MANGCHEFEREQN.jpg
FLUOROCHEM,FLUOROCHEMBEN,,2830.0,32.34999999999991,1.1563276321198115,2797.65,139,393370.0,-,3198.9,525.1,2830.0,-
ORIENTPPR,ORIENTPPREQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.25 PER SHARE,30.75,0.3500000000000014,1.151315789473689,30.4,4485,137913.75,-,39.4,21.35,30.75,https://static.nseindia.com/sparklines/today/preOpen_ORIENTPPREQN.jpg
SHREYAS,SHREYASEQN, DIVIDEND - RS 2 PER SHARE,328.0,3.6999999999999886,1.1409189022509985,324.3,103,33784.0,-,448.2,68.3,328.0,https://static.nseindia.com/sparklines/today/preOpen_SHREYASEQN.jpg
TIDEWATER,TIDEWATEREQN,INTERIM DIVIDEND,1414.0,15.75,1.1264080100125156,1398.25,21,29694.0,-,3688.74,856.22,1414.0,https://static.nseindia.com/sparklines/today/preOpen_TIDEWATEREQN.jpg
REPCOHOME,REPCOHOMEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,234.55,2.6000000000000227,1.1209312351800056,231.95,916,214847.8,-,430.0,221.3,234.55,https://static.nseindia.com/sparklines/today/preOpen_REPCOHOMEEQN.jpg
UNIVPHOTO,UNIVPHOTOEQN, ANNUAL GENERAL MEETING,931.95,10.300000000000068,1.1175608962187455,921.65,11,10251.45,-,988.0,156.5,931.95,https://static.nseindia.com/sparklines/today/preOpen_UNIVPHOTOEQN.jpg
EXCEL,EXCELBEN,,9.1,0.09999999999999964,1.1111111111111072,9.0,1032,9391.2,-,13.3,1.8,9.1,-
BESTAGRO,BESTAGROEQN, DIVIDEND - RS 2 PER SH,1012.75,11.049999999999955,1.1031246880303438,1001.7,101,102287.75,-,1407.8,202.35,1012.75,https://static.nseindia.com/sparklines/today/preOpen_BESTAGROEQN.jpg
RUCHI,RUCHIEQN,,868.05,9.449999999999932,1.100628930817602,858.6,66,57291.3,-,1376.7,629.15,868.05,https://static.nseindia.com/sparklines/today/preOpen_RUCHIEQN.jpg
PURVA,PURVAEQN, DIVIDEND - RS 1 PER SHARE,125.0,1.3499999999999943,1.091791346542656,123.65,3151,393875.0,-,166.5,63.8,125.0,https://static.nseindia.com/sparklines/today/preOpen_PURVAEQN.jpg
SHAKTIPUMP,SHAKTIPUMPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 8 PER SHARE,565.05,6.099999999999909,1.0913319617139114,558.95,134,75716.7,-,910.0,457.5,565.05,https://static.nseindia.com/sparklines/today/preOpen_SHAKTIPUMPEQN.jpg
KAYA,KAYAEQN, ANNUAL GENERAL MEETING,408.6,4.400000000000034,1.088570014844145,404.2,151,61698.6,-,575.2,232.95,408.6,https://static.nseindia.com/sparklines/today/preOpen_KAYAEQN.jpg
JYOTHYLAB,JYOTHYLABEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS  4 PER SHARE,139.5,1.5,1.0869565217391304,138.0,4929,687595.5,-,187.3,133.7,139.5,https://static.nseindia.com/sparklines/today/preOpen_JYOTHYLABEQN.jpg
BAJAJELEC,BAJAJELECEQN, RIGHTS 13:118 @ PREMIUM RS 308/-,1200.0,12.900000000000091,1.0866818296689489,1187.1,320,384000.0,-,1588.95,895.0,1200.0,https://static.nseindia.com/sparklines/today/preOpen_BAJAJELECEQN.jpg
POLYPLEX,POLYPLEXEQN,INTERIM DIVIDEND - RS 35 PER SHARE,1996.35,21.25,1.0758948913979038,1975.1,504,1006160.4,-,2149.9,765.55,1996.35,https://static.nseindia.com/sparklines/today/preOpen_POLYPLEXEQN.jpg
SUPERHOUSE,SUPERHOUSEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,188.8,2.0,1.070663811563169,186.8,1,188.8,-,245.8,110.3,188.8,https://static.nseindia.com/sparklines/today/preOpen_SUPERHOUSEEQN.jpg
ARIHANTCAP,ARIHANTCAPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,335.85,3.5,1.0531066646607492,332.35,2,671.7,-,358.95,111.25,335.85,-
SUTLEJTEX,SUTLEJTEXEQN, DIVIDEND - RS 0.30 PER SHARE,82.0,0.8499999999999943,1.0474430067775653,81.15,301,24682.0,-,104.95,36.75,82.0,https://static.nseindia.com/sparklines/today/preOpen_SUTLEJTEXEQN.jpg
VAISHALI,VAISHALIEQN, ANNUAL GENERAL MEETING,53.6,0.5500000000000043,1.0367577756833257,53.05,1288,69036.8,-,58.0,28.95,53.6,https://static.nseindia.com/sparklines/today/preOpen_VAISHALIEQN.jpg
BHARATWIRE,BHARATWIREEQN, ANNUAL GENERAL MEETING,78.9,0.8000000000000114,1.0243277848911798,78.1,20,1578.0,-,87.0,33.15,78.9,https://static.nseindia.com/sparklines/today/preOpen_BHARATWIREEQN.jpg
DCMSRIND,DCMSRINDEQN,INTERIM DIVIDEND - RE 1 PER SHARE,103.95,1.0499999999999972,1.0204081632653033,102.9,821,85342.95,-,116.75,82.0,103.95,-
NURECA,NURECAEQN,INTERIM DIVIDEND - RS 3 PER SHARE,1495.0,14.950000000000045,1.010101010101013,1480.05,1,1495.0,-,2315.0,555.6,1495.0,https://static.nseindia.com/sparklines/today/preOpen_NURECAEQN.jpg
SRHHYPOLTD,SRHHYPOLTDEQN, ANNUAL GENERAL MEETING/ DIVIDEND RS 3 PER SHARE,373.0,3.6499999999999773,0.9882225531338776,369.35,15,5595.0,-,422.5,226.65,373.0,https://static.nseindia.com/sparklines/today/preOpen_SRHHYPOLTDEQN.jpg
BLISSGVS,BLISSGVSEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,87.4,0.8500000000000085,0.9820912767186696,86.55,1701,148667.4,-,188.75,83.35,87.4,https://static.nseindia.com/sparklines/today/preOpen_BLISSGVSEQN.jpg
AVTNPL,AVTNPLEQN,INTERIM DIVIDEND - RS 0.40 PER SHARE,93.6,0.8999999999999915,0.9708737864077577,92.7,1023,95752.8,-,109.8,41.5,93.6,https://static.nseindia.com/sparklines/today/preOpen_AVTNPLEQN.jpg
FOCUS,FOCUSEQN,,125.0,1.2000000000000028,0.9693053311793239,123.8,5800,725000.0,-,123.8,71.25,125.0,-
CORALFINAC,CORALFINACEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS RS 0.50 PER SHARE,41.95,0.4000000000000057,0.9626955475331064,41.55,3,125.85,-,58.75,19.7,41.95,https://static.nseindia.com/sparklines/today/preOpen_CORALFINACEQN.jpg
AMBIKCO,AMBIKCOEQN, ANNUAL GENERAL MEETING/ DIVIDEND RS 35 PER SHARE,2575.0,24.550000000000182,0.9625752318218426,2550.45,232,597400.0,-,2830.0,846.05,2575.0,https://static.nseindia.com/sparklines/today/preOpen_AMBIKCOEQN.jpg
NAVNETEDUL,NAVNETEDULEQN, ANNUAL GENERAL MEETING/ DIVIDEND RS 1 PER SHARE,89.8,0.8499999999999943,0.9555930297920117,88.95,1105,99229.0,-,121.55,72.7,89.8,https://static.nseindia.com/sparklines/today/preOpen_NAVNETEDULEQN.jpg
RSSOFTWARE,RSSOFTWAREEQN, ANNUAL GENERAL MEETING,37.1,0.3500000000000014,0.9523809523809563,36.75,144,5342.4,-,52.0,23.6,37.1,https://static.nseindia.com/sparklines/today/preOpen_RSSOFTWAREEQN.jpg
CGPOWER,CGPOWEREQN, ANNUAL GENERAL MEETING (BOOK CLOSURE DATES REVISED),175.0,1.6500000000000057,0.9518315546582093,173.35,5825,1019375.0,-,208.9,46.25,175.0,https://static.nseindia.com/sparklines/today/preOpen_CGPOWEREQN.jpg
HUHTAMAKI,HUHTAMAKIEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,191.0,1.8000000000000114,0.9513742071881668,189.2,1307,249637.0,-,352.15,183.5,191.0,https://static.nseindia.com/sparklines/today/preOpen_HUHTAMAKIEQN.jpg
MAHINDCIE,MAHINDCIEEQN, ANNUAL GENERAL MEETING,205.0,1.9000000000000057,0.935499753815857,203.1,1199,245795.0,-,312.0,150.25,205.0,https://static.nseindia.com/sparklines/today/preOpen_MAHINDCIEEQN.jpg
SUVIDHAA,SUVIDHAAEQN, ANNUAL GENERAL MEETING,10.85,0.09999999999999964,0.9302325581395315,10.75,9371,101675.35,-,115.5,9.7,10.85,https://static.nseindia.com/sparklines/today/preOpen_SUVIDHAAEQN.jpg
ANUP,ANUPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 7 PER SHARE,864.05,7.849999999999909,0.916841859378639,856.2,10,8640.5,-,1236.95,548.0,864.05,https://static.nseindia.com/sparklines/today/preOpen_ANUPEQN.jpg
JINDALPOLY,JINDALPOLYEQN, DIVIDEND - RS 2 PER SHARE,1115.0,10.049999999999955,0.9095434182542155,1104.95,814,907610.0,-,1335.0,468.0,1115.0,https://static.nseindia.com/sparklines/today/preOpen_JINDALPOLYEQN.jpg
KRISHANA,KRISHANAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,212.85,1.9000000000000057,0.9006873666745703,210.95,278,59172.3,-,248.85,61.5,212.85,https://static.nseindia.com/sparklines/today/preOpen_KRISHANAEQN.jpg
THANGAMAYL,THANGAMAYLEQN,INTERIM DIVIDEND - RS 5 PER SHARE,1171.0,10.450000000000045,0.9004351385119165,1160.55,2,2342.0,-,1517.05,573.55,1171.0,https://static.nseindia.com/sparklines/today/preOpen_THANGAMAYLEQN.jpg
MAHEPC,MAHEPCEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE,108.0,0.9500000000000028,0.8874357776739868,107.05,315,34020.0,-,178.2,101.95,108.0,https://static.nseindia.com/sparklines/today/preOpen_MAHEPCEQN.jpg
NH,NHEQN, INTERIM DIVIDEND - RE 1 PER SHARE,660.0,5.7999999999999545,0.8865790278202313,654.2,1379,910140.0,-,679.0,380.0,660.0,https://static.nseindia.com/sparklines/today/preOpen_NHEQN.jpg
INDIGRID,INDIGRIDIVN,,150.6,1.3199999999999932,0.8842443729903492,149.28,7,1054.2,-,153.0,125.23,150.6,https://static.nseindia.com/sparklines/today/preOpen_INDIGRIDIVN.jpg
SALZERELEC,SALZERELECEQN, DIVIDEND - RS 1.60 PER SHARE,182.9,1.5999999999999943,0.8825151682294508,181.3,18,3292.2,-,264.3,112.55,182.9,https://static.nseindia.com/sparklines/today/preOpen_SALZERELECEQN.jpg
BLUESTARCO,BLUESTARCOEQN, DIVIDEND - RS 4 PER SHARE,1087.9,9.5,0.8809347181008901,1078.4,383,416665.7,-,1134.0,758.0,1087.9,https://static.nseindia.com/sparklines/today/preOpen_BLUESTARCOEQN.jpg
APARINDS,APARINDSEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 9.50 PER SHARE,632.3,5.5,0.8774728781110402,626.8,157,99271.1,-,868.1,433.2,632.3,https://static.nseindia.com/sparklines/today/preOpen_APARINDSEQN.jpg
BPL,BPLEQN, ANNUAL GENERAL MEETING,63.35,0.5500000000000043,0.8757961783439558,62.8,378,23946.3,-,176.65,20.05,63.35,https://static.nseindia.com/sparklines/today/preOpen_BPLEQN.jpg
SHK,SHKEQN, BUYBACK,151.0,1.3000000000000114,0.8684034736139021,149.7,100,15100.0,-,207.45,106.0,151.0,https://static.nseindia.com/sparklines/today/preOpen_SHKEQN.jpg
DIAMONDYD,DIAMONDYDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,768.8,6.5499999999999545,0.8592981305345955,762.25,1,768.8,-,909.0,522.05,768.8,https://static.nseindia.com/sparklines/today/preOpen_DIAMONDYDEQN.jpg
SREEL,SREELEQN, ANNUAL GENERAL MEETING,171.7,1.4499999999999886,0.8516886930983781,170.25,240,41208.0,-,238.0,135.25,171.7,https://static.nseindia.com/sparklines/today/preOpen_SREELEQN.jpg
MOL,MOLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.40 PER SH,101.7,0.8500000000000085,0.8428358948934145,100.85,1436,146041.2,-,149.7,81.1,101.7,-
KESORAMIND,KESORAMINDEQN, RIGHTS 133:274 @ PREMIUM RS 40/-,59.85,0.5,0.8424599831508003,59.35,2,119.7,-,90.95,55.17,59.85,https://static.nseindia.com/sparklines/today/preOpen_KESORAMINDEQN.jpg
DALMIASUG,DALMIASUGEQN,INTERIM DIVIDEND - RS 3 PER SHARE,416.0,3.4499999999999886,0.836262271239847,412.55,35,14560.0,-,516.55,139.0,416.0,https://static.nseindia.com/sparklines/today/preOpen_DALMIASUGEQN.jpg
INDSWFTLAB,INDSWFTLABEQN, ANNUAL GENERAL MEETING,72.4,0.6000000000000085,0.8356545961002904,71.8,22,1592.8,-,127.45,55.15,72.4,https://static.nseindia.com/sparklines/today/preOpen_INDSWFTLABEQN.jpg
WABAG,WABAGEQN, ANNUAL GENERAL MEETING,322.0,2.6499999999999773,0.8298105526851346,319.35,2642,850724.0,-,404.0,228.35,322.0,https://static.nseindia.com/sparklines/today/preOpen_WABAGEQN.jpg
MRPL,MRPLEQN, ANNUAL GENERAL MEETING,43.65,0.3500000000000014,0.8083140877598186,43.3,1740,75951.0,-,57.8,34.55,43.65,https://static.nseindia.com/sparklines/today/preOpen_MRPLEQN.jpg
SPANDANA,SPANDANAEQN,,406.0,3.25,0.8069522036002483,402.75,156,63336.0,-,820.0,331.55,406.0,https://static.nseindia.com/sparklines/today/preOpen_SPANDANAEQN.jpg
AUTOIND,AUTOINDBEN,,63.0,0.5,0.8,62.5,4,252.0,-,79.5,30.05,63.0,-
MSTCLTD,MSTCLTDEQN,INTERIM DIVIDEND - RS 6.50 PER SHARE,353.95,2.8000000000000114,0.7973800370212192,351.15,566,200335.7,-,542.0,247.15,353.95,https://static.nseindia.com/sparklines/today/preOpen_MSTCLTDEQN.jpg
VERTOZ,VERTOZEQN, ANNUAL GENERAL MEETING,107.5,0.8499999999999943,0.7969995311767409,106.65,50,5375.0,-,322.0,79.6,107.5,https://static.nseindia.com/sparklines/today/preOpen_VERTOZEQN.jpg
PILANIINVS,PILANIINVSEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 15 PER SHARE,1779.95,14.0,0.7927744273620431,1765.95,5,8899.75,-,2250.0,1536.0,1779.95,https://static.nseindia.com/sparklines/today/preOpen_PILANIINVSEQN.jpg
VIDHIING,VIDHIINGEQN, INTERIM DIVIDEND - RS 0.40 PER SHARE,379.8,2.9499999999999886,0.7828048295077586,376.85,1,379.8,-,444.4,133.05,379.8,https://static.nseindia.com/sparklines/today/preOpen_VIDHIINGEQN.jpg
BALMLAWRIE,BALMLAWRIEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE,123.4,0.9500000000000028,0.7758268681094347,122.45,1379,170168.6,-,169.75,112.25,123.4,https://static.nseindia.com/sparklines/today/preOpen_BALMLAWRIEEQN.jpg
LINDEINDIA,LINDEINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,2752.0,21.09999999999991,0.772639056721224,2730.9,1106,3043712.0,-,2945.0,1261.0,2752.0,https://static.nseindia.com/sparklines/today/preOpen_LINDEINDIAEQN.jpg
UFO,UFOEQN, ANNUAL GENERAL MEETING,97.9,0.75,0.7720020586721564,97.15,101,9887.9,-,125.4,68.4,97.9,https://static.nseindia.com/sparklines/today/preOpen_UFOEQN.jpg
COSMOFILMS,COSMOFILMSEQN,INTERIM DIVIDEND - RS 10 PER SHARE,1660.0,12.650000000000091,0.7678999605426953,1647.35,417,692220.0,-,1889.0,467.3,1660.0,https://static.nseindia.com/sparklines/today/preOpen_COSMOFILMSEQN.jpg
ROHLTD,ROHLTDEQN, DIVIDEND - RS 2 PER SHARE,99.0,0.75,0.7633587786259541,98.25,250,24750.0,-,113.4,52.75,99.0,https://static.nseindia.com/sparklines/today/preOpen_ROHLTDEQN.jpg
TV18BRDCST,TV18BRDCSTEQN, ANNUAL GENERAL MEETING,66.15,0.5,0.7616146230007615,65.65,42944,2840745.6,-,76.9,26.25,66.15,https://static.nseindia.com/sparklines/today/preOpen_TV18BRDCSTEQN.jpg
GOODYEAR,GOODYEAREQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 18 PER SHARE SPECIAL DIVIDEND RS 80 PER SHARE,914.85,6.899999999999977,0.7599537419461398,907.95,133,121675.05,-,1331.85,783.0,914.85,https://static.nseindia.com/sparklines/today/preOpen_GOODYEAREQN.jpg
ARCHIES,ARCHIESEQN, ANNUAL GENERAL MEETING,19.9,0.14999999999999858,0.7594936708860687,19.75,6,119.4,-,29.25,9.35,19.9,https://static.nseindia.com/sparklines/today/preOpen_ARCHIESEQN.jpg
TI,TIEQN, ANNUAL GENERAL MEETING,73.0,0.5499999999999972,0.759144237405103,72.45,500,36500.0,-,102.9,27.3,73.0,https://static.nseindia.com/sparklines/today/preOpen_TIEQN.jpg
LIBERTSHOE,LIBERTSHOEEQN, ANNUAL GENERAL MEETING,152.95,1.1499999999999773,0.7575757575757425,151.8,200,30590.0,-,215.9,115.9,152.95,https://static.nseindia.com/sparklines/today/preOpen_LIBERTSHOEEQN.jpg
REFEX,REFEXEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,133.6,1.0,0.7541478129713424,132.6,330,44088.0,-,173.4,75.45,133.6,https://static.nseindia.com/sparklines/today/preOpen_REFEXEQN.jpg
SORILINFRA,SORILINFRAEQN, ANNUAL GENERAL MEETING,102.0,0.75,0.7407407407407408,101.25,141,14382.0,-,227.75,91.55,102.0,https://static.nseindia.com/sparklines/today/preOpen_SORILINFRAEQN.jpg
SPENCERS,SPENCERSEQN, ANNUAL GENERAL MEETING,89.0,0.6500000000000057,0.7357102433503178,88.35,966,85974.0,-,144.3,65.7,89.0,https://static.nseindia.com/sparklines/today/preOpen_SPENCERSEQN.jpg
TWL,TWLEQN, ANNUAL GENERAL MEETING,97.2,0.7000000000000028,0.7253886010362723,96.5,50,4860.0,-,124.0,44.3,97.2,https://static.nseindia.com/sparklines/today/preOpen_TWLEQN.jpg
YESBANK,YESBANKEQN, ANNUAL GENERAL MEETING/ DIVIDEND - RS 2 PER SHARE,13.9,0.09999999999999964,0.7246376811594177,13.8,438057,6088992.3,-,16.9,10.5,13.9,https://static.nseindia.com/sparklines/today/preOpen_YESBANKEQN.jpg
TERASOFT,TERASOFTEQN, ANNUAL GENERAL MEETING,56.0,0.3999999999999986,0.7194244604316521,55.6,1716,96096.0,-,85.0,33.05,56.0,https://static.nseindia.com/sparklines/today/preOpen_TERASOFTEQN.jpg
GODREJAGRO,GODREJAGROEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 8 PER SHARE,492.5,3.5,0.7157464212678937,489.0,400,197000.0,-,746.8,475.2,492.5,https://static.nseindia.com/sparklines/today/preOpen_GODREJAGROEQN.jpg
TCNSBRANDS,TCNSBRANDSEQN, ANNUAL GENERAL MEETING,690.0,4.899999999999977,0.7152240548824956,685.1,10,6900.0,-,932.0,396.4,690.0,https://static.nseindia.com/sparklines/today/preOpen_TCNSBRANDSEQN.jpg
SBCL,SBCLEQN,INTERIM DIVIDEND - RS 0.50 PER SHARE,468.0,3.3000000000000114,0.7101355713363485,464.7,232,108576.0,-,508.75,115.1,468.0,-
FCONSUMER,FCONSUMEREQN, ANNUAL GENERAL MEETING,7.1,0.04999999999999982,0.7092198581560258,7.05,46441,329731.1,-,11.95,5.85,7.1,https://static.nseindia.com/sparklines/today/preOpen_FCONSUMEREQN.jpg
WINPRO,WINPROEQN, DIVIDEND - RS 0.20 PER SHARE,7.15,0.05000000000000071,0.7042253521126861,7.1,155,1108.25,-,14.35,5.0,7.15,-
INDRAMEDCO,INDRAMEDCOEQN, ANNUAL GENERAL MEETING,71.8,0.5,0.7012622720897617,71.3,601,43151.8,-,102.5,52.25,71.8,https://static.nseindia.com/sparklines/today/preOpen_INDRAMEDCOEQN.jpg
KDDL,KDDLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,907.6,6.2000000000000455,0.6878189483026453,901.4,61,55363.6,-,1191.0,249.95,907.6,https://static.nseindia.com/sparklines/today/preOpen_KDDLEQN.jpg
GODREJIND,GODREJINDEQN, ANNUAL GENERAL MEETING,547.0,3.7000000000000455,0.6810233756672273,543.3,1177,643819.0,-,662.0,426.6,547.0,https://static.nseindia.com/sparklines/today/preOpen_GODREJINDEQN.jpg
TNPETRO,TNPETROEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,103.9,0.7000000000000028,0.6782945736434136,103.2,55,5714.5,-,150.75,39.3,103.9,https://static.nseindia.com/sparklines/today/preOpen_TNPETROEQN.jpg
GULPOLY,GULPOLYEQN, INTERIM DIVIDEND - RE 1 PER SHARE,338.9,2.25,0.6683499183127878,336.65,20,6778.0,-,425.0,87.75,338.9,https://static.nseindia.com/sparklines/today/preOpen_GULPOLYEQN.jpg
TRITURBINE,TRITURBINEEQN, INTERIM DIVIDEND - RS 0.40 PER SHARE/ SPECIAL DIVIDEND - RS 0.60 PER SHARE,189.9,1.25,0.6626027034190299,188.65,820,155718.0,-,231.7,96.0,189.9,https://static.nseindia.com/sparklines/today/preOpen_TRITURBINEEQN.jpg
GABRIEL,GABRIELEQN, INTERIM DIVIDEND - RS 0.55 PER SHARE,123.0,0.7999999999999972,0.6546644844517162,122.2,1029,126567.0,-,168.15,96.2,123.0,https://static.nseindia.com/sparklines/today/preOpen_GABRIELEQN.jpg
TCPLPACK,TCPLPACKEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 7.35 PER SHARE,609.9,3.949999999999932,0.6518689660862995,605.95,51,31104.9,-,662.0,360.0,609.9,https://static.nseindia.com/sparklines/today/preOpen_TCPLPACKEQN.jpg
BAJAJCON,BAJAJCONEQN,INTERIM DIVIDEND - RS 4 PER SHARE,171.95,1.0999999999999943,0.6438396254023965,170.85,2848,489713.6,-,324.0,162.35,171.95,https://static.nseindia.com/sparklines/today/preOpen_BAJAJCONEQN.jpg
KALPATPOWR,KALPATPOWREQN, DIVIDEND - RS 1.50 PER SHARE,392.0,2.5,0.6418485237483954,389.5,265,103880.0,-,496.0,336.95,392.0,https://static.nseindia.com/sparklines/today/preOpen_KALPATPOWREQN.jpg
